,base,clouds,cod,coord,dt,id,main,message,name,rain,sys,visibility,weather,wind
457,stations,{'all': 68},200,"{'lon': 96.39, 'lat': 61.68}",1535208490.0,1510689.0,"{'temp': 49.67, 'pressure': 963.46, 'humidity': 93, 'temp_min': 49.67, 'temp_max': 49.67, 'sea_level': 1023.3, 'grnd_level': 963.46}",,Baykit,{'3h': 0.105},"{'message': 0.0038, 'country': 'RU', 'sunrise': 1535148425, 'sunset': 1535202240}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 2.59, 'deg': 164.504}"
458,stations,{'all': 0},200,"{'lon': 22.74, 'lat': -29.67}",1535208693.0,964090.0,"{'temp': 73.34, 'pressure': 900.23, 'humidity': 9, 'temp_min': 73.34, 'temp_max': 73.34, 'sea_level': 1022.17, 'grnd_level': 900.23}",,Prieska,,"{'message': 0.0032, 'country': 'ZA', 'sunrise': 1535172691, 'sunset': 1535213450}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 16.58, 'deg': 293.504}"
459,stations,{'all': 1},200,"{'lon': -103.85, 'lat': 44.67}",1535207700.0,5762718.0,"{'temp': 62.6, 'pressure': 1015, 'humidity': 63, 'temp_min': 62.6, 'temp_max': 62.6}",,Belle Fourche,,"{'type': 1, 'id': 2469, 'message': 0.0043, 'country': 'US', 'sunrise': 1535199025, 'sunset': 1535247795}",14484.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 4.7, 'deg': 260}"
460,stations,{'all': 0},200,"{'lon': 29.16, 'lat': 47.26}",1535207400.0,618365.0,"{'temp': 87.8, 'pressure': 1008, 'humidity': 29, 'temp_min': 87.8, 'temp_max': 87.8}",,Dubasari,,"{'type': 1, 'id': 6086, 'message': 0.0038, 'country': 'MD', 'sunrise': 1535166816, 'sunset': 1535216166}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 3.36, 'deg': 100}"
461,stations,{'all': 20},200,"{'lon': 35.38, 'lat': -23.87}",1535205600.0,1045114.0,"{'temp': 77, 'pressure': 1019, 'humidity': 69, 'temp_min': 77, 'temp_max': 77}",,Inhambane,,"{'type': 1, 'id': 6849, 'message': 0.0029, 'country': 'MZ', 'sunrise': 1535169345, 'sunset': 1535210726}",10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 11.41, 'deg': 100}"
462,stations,{'all': 0},200,"{'lon': -72.42, 'lat': -35.33}",1535208694.0,3893726.0,"{'temp': 53.36, 'pressure': 1029.28, 'humidity': 82, 'temp_min': 53.36, 'temp_max': 53.36, 'sea_level': 1038.18, 'grnd_level': 1029.28}",,Constitucion,,"{'message': 0.0044, 'country': 'CL', 'sunrise': 1535195852, 'sunset': 1535235962}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 18.14, 'deg': 181.004}"
464,stations,{'all': 1},200,"{'lon': -68.2, 'lat': 44.39}",1535205360.0,4957320.0,"{'temp': 70.79, 'pressure': 1027, 'humidity': 86, 'temp_min': 69.08, 'temp_max': 71.96}",,Bar Harbor,,"{'type': 1, 'id': 1349, 'message': 0.0029, 'country': 'US', 'sunrise': 1535190489, 'sunset': 1535239223}",16093.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 11.41, 'deg': 220}"
465,stations,{'all': 0},200,"{'lon': 103.53, 'lat': 48.81}",1535208694.0,2032201.0,"{'temp': 48.95, 'pressure': 882.64, 'humidity': 88, 'temp_min': 48.95, 'temp_max': 48.95, 'sea_level': 1026.62, 'grnd_level': 882.64}",,Bulgan,,"{'message': 0.0032, 'country': 'MN', 'sunrise': 1535148781, 'sunset': 1535198508}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 2.48, 'deg': 101.504}"
466,stations,{'all': 40},200,"{'lon': 98.49, 'lat': 3.1}",1535205600.0,1214965.0,"{'temp': 78.8, 'pressure': 1009, 'humidity': 88, 'temp_min': 78.8, 'temp_max': 78.8}",,Kabanjahe,,"{'type': 1, 'id': 8057, 'message': 0.0032, 'country': 'ID', 'sunrise': 1535152943, 'sunset': 1535196820}",6000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 4.7, 'deg': 210}"
467,stations,{'all': 1},200,"{'lon': -91.4, 'lat': 31.56}",1535205360.0,4437982.0,"{'temp': 80.96, 'pressure': 1020, 'humidity': 79, 'temp_min': 80.96, 'temp_max': 80.96}",,Natchez,,"{'type': 1, 'id': 1696, 'message': 0.0034, 'country': 'US', 'sunrise': 1535197048, 'sunset': 1535243818}",14484.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 3.38, 'deg': 183.004}"
468,stations,{'all': 0},200,"{'lon': 45.5, 'lat': 2.78}",1535208696.0,56335.0,"{'temp': 84.32, 'pressure': 1011.44, 'humidity': 50, 'temp_min': 84.32, 'temp_max': 84.32, 'sea_level': 1025.25, 'grnd_level': 1011.44}",,Jawhar,,"{'message': 0.0042, 'country': 'SO', 'sunrise': 1535165674, 'sunset': 1535209520}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 16.58, 'deg': 184.004}"
469,stations,{'all': 75},200,"{'lon': -102.79, 'lat': 46.88}",1535205360.0,5688789.0,"{'temp': 55.94, 'pressure': 1014, 'humidity': 74, 'temp_min': 55.94, 'temp_max': 55.94}",,Dickinson,,"{'type': 1, 'id': 1856, 'message': 0.0034, 'country': 'US', 'sunrise': 1535198553, 'sunset': 1535247754}",16093.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 9.17, 'deg': 340}"
470,stations,{'all': 56},200,"{'lon': 80.54, 'lat': 5.95}",1535208696.0,1235846.0,"{'temp': 79.82, 'pressure': 1015.9, 'humidity': 85, 'temp_min': 79.82, 'temp_max': 79.82, 'sea_level': 1023.34, 'grnd_level': 1015.9}",,Matara,,"{'message': 0.0036, 'country': 'LK', 'sunrise': 1535157121, 'sunset': 1535201254}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 12.21, 'deg': 279.004}"
471,stations,{'all': 20},200,"{'lon': -72.54, 'lat': 18.24}",1535205600.0,3723779.0,"{'temp': 87.8, 'pressure': 1015, 'humidity': 58, 'temp_min': 87.8, 'temp_max': 87.8}",,Jacmel,,"{'type': 1, 'id': 4118, 'message': 0.0041, 'country': 'HT', 'sunrise': 1535193273, 'sunset': 1535238556}",9000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 13.87, 'deg': 90, 'gust': 12.3}"
472,stations,{'all': 24},200,"{'lon': 31.33, 'lat': -17.3}",1535208659.0,895061.0,"{'temp': 71.72, 'pressure': 893.18, 'humidity': 47, 'temp_min': 71.72, 'temp_max': 71.72, 'sea_level': 1028.61, 'grnd_level': 893.18}",,Bindura,,"{'message': 0.013, 'country': 'ZW', 'sunrise': 1535169989, 'sunset': 1535212020}",,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 9.64, 'deg': 63.5044}"
473,stations,{'all': 90},200,"{'lon': -114.47, 'lat': 51.19}",1535207520.0,5924618.0,"{'temp': 43.11, 'pressure': 1014, 'humidity': 100, 'temp_min': 41, 'temp_max': 44.6}",,Cochrane,,"{'type': 1, 'id': 3146, 'message': 0.004, 'country': 'CA', 'sunrise': 1535200873, 'sunset': 1535251029}",4828.0,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}, {'id': 711, 'main': 'Smoke', 'description': 'smoke', 'icon': '50d'}]",{'speed': 2.24}
474,stations,{'all': 92},200,"{'lon': 73.19, 'lat': 17.48}",1535208696.0,1270779.0,"{'temp': 74.24, 'pressure': 1012.82, 'humidity': 100, 'temp_min': 74.24, 'temp_max': 74.24, 'sea_level': 1021.56, 'grnd_level': 1012.82}",,Guhagar,{'3h': 7.655},"{'message': 0.0036, 'country': 'IN', 'sunrise': 1535158332, 'sunset': 1535203561}",,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]","{'speed': 8.63, 'deg': 222.004}"
476,stations,{'all': 92},200,"{'lon': 178.42, 'lat': 69.38}",1535208697.0,2123814.0,"{'temp': 36.62, 'pressure': 1020.85, 'humidity': 100, 'temp_min': 36.62, 'temp_max': 36.62, 'sea_level': 1023.46, 'grnd_level': 1020.85}",,Leningradskiy,,"{'message': 0.0036, 'country': 'RU', 'sunrise': 1535126158, 'sunset': 1535185062}",,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 10.76, 'deg': 303.504}"
477,stations,{'all': 80},200,"{'lon': 140.78, 'lat': -37.83}",1535208684.0,2156643.0,"{'temp': 41.48, 'pressure': 1024.98, 'humidity': 81, 'temp_min': 41.48, 'temp_max': 41.48, 'sea_level': 1033.6, 'grnd_level': 1024.98}",,Mount Gambier,,"{'message': 0.0028, 'country': 'AU', 'sunrise': 1535144899, 'sunset': 1535184602}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 4.38, 'deg': 287.504}"
478,stations,{'all': 90},200,"{'lon': -86.95, 'lat': 49.72}",1535205600.0,5960603.0,"{'temp': 60.8, 'pressure': 1013, 'humidity': 100, 'temp_min': 60.8, 'temp_max': 60.8}",,Geraldton,,"{'type': 1, 'id': 3656, 'message': 0.0029, 'country': 'CA', 'sunrise': 1535194437, 'sunset': 1535244261}",3219.0,"[{'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09d'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]","{'speed': 5.82, 'deg': 140}"
479,stations,{'all': 92},200,"{'lon': 98.62, 'lat': 9.96}",1535208699.0,1150965.0,"{'temp': 80.18, 'pressure': 1019.15, 'humidity': 100, 'temp_min': 80.18, 'temp_max': 80.18, 'sea_level': 1022.9, 'grnd_level': 1019.15}",,Ranong,,"{'message': 0.0227, 'country': 'TH', 'sunrise': 1535152595, 'sunset': 1535197100}",,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 12.55, 'deg': 233.504}"
480,stations,{'all': 12},200,"{'lon': -54.34, 'lat': -34.48}",1535208668.0,3440777.0,"{'temp': 49.58, 'pressure': 1014.85, 'humidity': 75, 'temp_min': 49.58, 'temp_max': 49.58, 'sea_level': 1032.54, 'grnd_level': 1014.85}",,Rocha,,"{'message': 0.0042, 'country': 'UY', 'sunrise': 1535191463, 'sunset': 1535231674}",,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 23.51, 'deg': 220.004}"
481,stations,{'all': 75},200,"{'lon': -79.77, 'lat': 34.2}",1535206500.0,4578737.0,"{'temp': 75.2, 'pressure': 1024, 'humidity': 69, 'temp_min': 73.4, 'temp_max': 77}",,Florence,,"{'type': 1, 'id': 2419, 'message': 0.0052, 'country': 'US', 'sunrise': 1535194081, 'sunset': 1535241200}",16093.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 5.82, 'deg': 80}"
482,stations,{'all': 90},200,"{'lon': -86.23, 'lat': 43.06}",1535206860.0,4994325.0,"{'temp': 67.91, 'pressure': 1013, 'humidity': 89, 'temp_min': 65.48, 'temp_max': 69.98}",,Grand Haven,,"{'type': 1, 'id': 1438, 'message': 0.0055, 'country': 'US', 'sunrise': 1535194941, 'sunset': 1535243426}",4828.0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]","{'speed': 10.29, 'deg': 170}"
483,stations,{'all': 75},200,"{'lon': -61.27, 'lat': 16.25}",1535205600.0,3578441.0,"{'temp': 86, 'pressure': 1018, 'humidity': 62, 'temp_min': 86, 'temp_max': 86}",,Saint-Francois,,"{'type': 1, 'id': 4145, 'message': 0.0032, 'country': 'GP', 'sunrise': 1535190667, 'sunset': 1535235755}",10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 11.41, 'deg': 110}"
484,stations,{'all': 20},200,"{'lon': 0.92, 'lat': 14.73}",1535208701.0,2447416.0,"{'temp': 92.42, 'pressure': 986.15, 'humidity': 64, 'temp_min': 92.42, 'temp_max': 92.42, 'sea_level': 1019.82, 'grnd_level': 986.15}",,Ayorou,,"{'message': 0.0034, 'country': 'NE', 'sunrise': 1535175815, 'sunset': 1535220763}",,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 8.08, 'deg': 171.004}"
485,stations,{'all': 75},200,"{'lon': 17.6, 'lat': 68.38}",1535205000.0,3144987.0,"{'temp': 53.6, 'pressure': 991, 'humidity': 81, 'temp_min': 53.6, 'temp_max': 53.6}",,Beisfjord,,"{'type': 1, 'id': 5287, 'message': 0.0046, 'country': 'NO', 'sunrise': 1535165308, 'sunset': 1535223108}",10000.0,"[{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09d'}]","{'speed': 10.29, 'deg': 170}"
486,stations,{'all': 1},200,"{'lon': -96.18, 'lat': 38.4}",1535205180.0,4271086.0,"{'temp': 80.06, 'pressure': 1014, 'humidity': 64, 'temp_min': 80.06, 'temp_max': 80.06}",,Emporia,,"{'type': 1, 'id': 1066, 'message': 0.0048, 'country': 'US', 'sunrise': 1535197717, 'sunset': 1535245434}",16093.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 14.99, 'deg': 200, 'gust': 10.3}"
487,stations,{'all': 32},200,"{'lon': 109.15, 'lat': 11.92}",1535208701.0,1586350.0,"{'temp': 79.82, 'pressure': 1001.47, 'humidity': 96, 'temp_min': 79.82, 'temp_max': 79.82, 'sea_level': 1019.98, 'grnd_level': 1001.47}",,Cam Ranh,,"{'message': 0.0039, 'country': 'VN', 'sunrise': 1535149975, 'sunset': 1535194665}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 5.73, 'deg': 225.004}"
488,stations,{'all': 92},200,"{'lon': 81.84, 'lat': 16.48}",1535208701.0,1258269.0,"{'temp': 84.95, 'pressure': 1016.39, 'humidity': 91, 'temp_min': 84.95, 'temp_max': 84.95, 'sea_level': 1016.57, 'grnd_level': 1016.39}",,Razole,,"{'message': 0.004, 'country': 'IN', 'sunrise': 1535156306, 'sunset': 1535201436}",,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 5.95, 'deg': 288.504}"
491,stations,{'all': 92},200,"{'lon': 88.39, 'lat': 69.49}",1535208702.0,1490256.0,"{'temp': 52.37, 'pressure': 1005.36, 'humidity': 88, 'temp_min': 52.37, 'temp_max': 52.37, 'sea_level': 1025.57, 'grnd_level': 1005.36}",,Talnakh,{'3h': 1.065},"{'message': 0.0035, 'country': 'RU', 'sunrise': 1535147778, 'sunset': 1535206648}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 1.7, 'deg': 344.504}"
492,stations,{'all': 24},200,"{'lon': 150.18, 'lat': -35.71}",1535208702.0,2176639.0,"{'temp': 46.7, 'pressure': 1007.23, 'humidity': 100, 'temp_min': 46.7, 'temp_max': 46.7, 'sea_level': 1031.41, 'grnd_level': 1007.23}",,Batemans Bay,,"{'message': 0.0042, 'country': 'AU', 'sunrise': 1535142501, 'sunset': 1535182486}",,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 2.93, 'deg': 297.004}"
493,stations,{'all': 0},200,"{'lon': -50.16, 'lat': -13.28}",1535208702.0,3448455.0,"{'temp': 87.65, 'pressure': 993.94, 'humidity': 82, 'temp_min': 87.65, 'temp_max': 87.65, 'sea_level': 1027.48, 'grnd_level': 993.94}",,Sao Miguel do Araguaia,,"{'message': 0.0047, 'country': 'BR', 'sunrise': 1535189348, 'sunset': 1535231765}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 5.17, 'deg': 118.504}"
494,stations,{'all': 40},200,"{'lon': -67.09, 'lat': -0.13}",1535205600.0,3662342.0,"{'temp': 80.6, 'pressure': 1015, 'humidity': 88, 'temp_min': 80.6, 'temp_max': 80.6}",,Sao Gabriel da Cachoeira,,"{'type': 1, 'id': 4592, 'message': 0.0038, 'country': 'BR', 'sunrise': 1535192821, 'sunset': 1535236407}",10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 4.7, 'deg': 320}"
495,stations,{'all': 20},200,"{'lon': 124.84, 'lat': 1.33}",1535207400.0,1623446.0,"{'temp': 75.2, 'pressure': 1012, 'humidity': 88, 'temp_min': 75.2, 'temp_max': 75.2}",,Tomohon,,"{'type': 1, 'id': 8012, 'message': 0.0037, 'country': 'ID', 'sunrise': 1535146701, 'sunset': 1535190418}",10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",{'speed': 1.12}
496,stations,{'all': 80},200,"{'lon': 118.35, 'lat': 63.29}",1535208703.0,2018735.0,"{'temp': 53.72, 'pressure': 1006.26, 'humidity': 94, 'temp_min': 53.72, 'temp_max': 53.72, 'sea_level': 1027.27, 'grnd_level': 1006.26}",,Nyurba,,"{'message': 0.0036, 'country': 'RU', 'sunrise': 1535142747, 'sunset': 1535197369}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 3.04, 'deg': 45.5044}"
497,stations,{'all': 12},200,"{'lon': -99.65, 'lat': 37.17}",1535208703.0,4267710.0,"{'temp': 75.5, 'pressure': 954.05, 'humidity': 79, 'temp_min': 75.5, 'temp_max': 75.5, 'sea_level': 1025.33, 'grnd_level': 954.05}",,Sitka,,"{'message': 0.0036, 'country': 'US', 'sunrise': 1535198643, 'sunset': 1535246175}",,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 7.07, 'deg': 179.004}"
498,stations,{'all': 0},200,"{'lon': 169.85, 'lat': -46.28}",1535208703.0,2208248.0,"{'temp': 46.07, 'pressure': 1007.88, 'humidity': 73, 'temp_min': 46.07, 'temp_max': 46.07, 'sea_level': 1025, 'grnd_level': 1007.88}",,Kaitangata,,"{'message': 0.0032, 'country': 'NZ', 'sunrise': 1535138598, 'sunset': 1535176961}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 16.46, 'deg': 283.004}"
499,stations,{'all': 88},200,"{'lon': 145.81, 'lat': -5.21}",1535208703.0,2091996.0,"{'temp': 73.61, 'pressure': 996.12, 'humidity': 100, 'temp_min': 73.61, 'temp_max': 73.61, 'sea_level': 1024.36, 'grnd_level': 996.12}",,Madang,{'3h': 2.62},"{'message': 0.0041, 'country': 'PG', 'sunrise': 1535141965, 'sunset': 1535185095}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 2.93, 'deg': 206.504}"
500,stations,{'all': 32},200,"{'lon': 101.63, 'lat': 56.15}",1535205600.0,2051523.0,"{'temp': 62.6, 'pressure': 1011, 'humidity': 72, 'temp_min': 62.6, 'temp_max': 62.6}",,Bratsk,,"{'type': 1, 'id': 7253, 'message': 0.0034, 'country': 'RU', 'sunrise': 1535148240, 'sunset': 1535199937}",10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 4.47, 'deg': 110}"
501,stations,{'all': 0},200,"{'lon': -67.24, 'lat': -27.78}",1535208703.0,3846616.0,"{'temp': 41.84, 'pressure': 802.88, 'humidity': 68, 'temp_min': 41.84, 'temp_max': 41.84, 'sea_level': 1039.64, 'grnd_level': 802.88}",,Cordoba,,"{'message': 0.0034, 'country': 'AR', 'sunrise': 1535194165, 'sunset': 1535235157}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 2.15, 'deg': 139.504}"
502,stations,{'all': 44},200,"{'lon': 38.29, 'lat': -4.8}",1535208703.0,155569.0,"{'temp': 66.41, 'pressure': 930.79, 'humidity': 87, 'temp_min': 66.41, 'temp_max': 66.41, 'sea_level': 1028.98, 'grnd_level': 930.79}",,Lushoto,,"{'message': 0.0035, 'country': 'TZ', 'sunrise': 1535167744, 'sunset': 1535210916}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 2.48, 'deg': 150.504}"
504,stations,{'all': 100},200,"{'lon': 134.25, 'lat': 46.82}",1535208704.0,2026696.0,"{'temp': 62.54, 'pressure': 1002.85, 'humidity': 77, 'temp_min': 62.54, 'temp_max': 62.54, 'sea_level': 1021.27, 'grnd_level': 1002.85}",,Bikin,{'3h': 0.8425},"{'message': 0.0031, 'country': 'RU', 'sunrise': 1535141618, 'sunset': 1535190932}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 2.71, 'deg': 115.004}"
505,stations,{'all': 76},200,"{'lon': 150.8, 'lat': -2.57}",1535208704.0,2094342.0,"{'temp': 83.33, 'pressure': 1022.23, 'humidity': 100, 'temp_min': 83.33, 'temp_max': 83.33, 'sea_level': 1023.34, 'grnd_level': 1022.23}",,Kavieng,,"{'message': 0.0036, 'country': 'PG', 'sunrise': 1535140648, 'sunset': 1535184016}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 3.49, 'deg': 43.5044}"
507,stations,{'all': 0},200,"{'lon': 50.69, 'lat': 33.99}",1535208704.0,136399.0,"{'temp': 83.42, 'pressure': 828.9, 'humidity': 22, 'temp_min': 83.42, 'temp_max': 83.42, 'sea_level': 1017.02, 'grnd_level': 828.9}",,Delijan,,"{'message': 0.0033, 'country': 'IR', 'sunrise': 1535162769, 'sunset': 1535209903}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 5.5, 'deg': 39.5044}"
509,stations,{'all': 75},200,"{'lon': -25.43, 'lat': 37.72}",1535207400.0,3372472.0,"{'temp': 75.2, 'pressure': 1027, 'humidity': 69, 'temp_min': 75.2, 'temp_max': 75.2}",,Vila Franca do Campo,,"{'type': 1, 'id': 5957, 'message': 0.0039, 'country': 'PT', 'sunrise': 1535180778, 'sunset': 1535228420}",10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 5.82, 'deg': 110}"
510,stations,{'all': 0},200,"{'lon': 34.27, 'lat': 55.83}",1535208704.0,485280.0,"{'temp': 73.7, 'pressure': 1001.47, 'humidity': 54, 'temp_min': 73.7, 'temp_max': 73.7, 'sea_level': 1026.91, 'grnd_level': 1001.47}",,Sychevka,,"{'message': 0.0026, 'country': 'RU', 'sunrise': 1535164480, 'sunset': 1535216025}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 9.42, 'deg': 188.004}"
511,stations,{'all': 36},200,"{'lon': 56.68, 'lat': 59.42}",1535208705.0,478269.0,"{'temp': 63.26, 'pressure': 1012.09, 'humidity': 74, 'temp_min': 63.26, 'temp_max': 63.26, 'sea_level': 1030.19, 'grnd_level': 1012.09}",,Usolye,,"{'message': 0.0028, 'country': 'RU', 'sunrise': 1535158457, 'sunset': 1535211278}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 9.08, 'deg': 358.504}"
512,stations,{'all': 0},200,"{'lon': 141.45, 'lat': -31.97}",1535208705.0,2173911.0,"{'temp': 43.82, 'pressure': 1000.66, 'humidity': 84, 'temp_min': 43.82, 'temp_max': 43.82, 'sea_level': 1033.43, 'grnd_level': 1000.66}",,Broken Hill,,"{'message': 0.003, 'country': 'AU', 'sunrise': 1535144359, 'sunset': 1535184815}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 7.4, 'deg': 183.004}"
513,stations,{'all': 75},200,"{'lon': -149.44, 'lat': 61.58}",1535206860.0,5877641.0,"{'temp': 47.39, 'pressure': 1013, 'humidity': 100, 'temp_min': 46.04, 'temp_max': 48.92}",,Wasilla,,"{'type': 1, 'id': 189, 'message': 0.0119, 'country': 'US', 'sunrise': 1535207554, 'sunset': 1535261088}",14484.0,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}]","{'speed': 2.04, 'deg': 93.5044}"
514,stations,{'all': 0},200,"{'lon': 139.49, 'lat': -20.73}",1535207400.0,2065594.0,"{'temp': 53.6, 'pressure': 1018, 'humidity': 34, 'temp_min': 53.6, 'temp_max': 53.6}",,Mount Isa,,"{'type': 1, 'id': 8171, 'message': 0.0039, 'country': 'AU', 'sunrise': 1535144213, 'sunset': 1535185892}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 9.75, 'deg': 171.504}"
515,stations,{'all': 8},200,"{'lon': 31.82, 'lat': 18.48}",1535208705.0,370481.0,"{'temp': 105.47, 'pressure': 983.24, 'humidity': 14, 'temp_min': 105.47, 'temp_max': 105.47, 'sea_level': 1017.83, 'grnd_level': 983.24}",,Marawi,,"{'message': 0.0037, 'country': 'SD', 'sunrise': 1535168211, 'sunset': 1535213535}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02d'}]","{'speed': 5.95, 'deg': 304.004}"
516,stations,{'all': 1},200,"{'lon': -92.44, 'lat': 35.09}",1535207700.0,4106458.0,"{'temp': 76.6, 'pressure': 1019, 'humidity': 78, 'temp_min': 73.94, 'temp_max': 80.06}",,Conway,,"{'type': 1, 'id': 258, 'message': 0.0046, 'country': 'US', 'sunrise': 1535197061, 'sunset': 1535244299}",6437.0,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50d'}]","{'speed': 3.71, 'deg': 203.504}"
517,stations,{'all': 75},200,"{'lon': -70.14, 'lat': -20.22}",1535205600.0,3887127.0,"{'temp': 60.8, 'pressure': 1016, 'humidity': 67, 'temp_min': 60.8, 'temp_max': 60.8}",,Iquique,,"{'type': 1, 'id': 4644, 'message': 0.0958, 'country': 'CL', 'sunrise': 1535194470, 'sunset': 1535236237}",10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 5.82, 'deg': 350}"
518,stations,{'all': 90},200,"{'lon': -122.69, 'lat': 58.81}",1535205600.0,5955902.0,"{'temp': 48.2, 'pressure': 1008, 'humidity': 100, 'temp_min': 48.2, 'temp_max': 48.2}",,Fort Nelson,,"{'type': 1, 'id': 3278, 'message': 0.003, 'country': 'CA', 'sunrise': 1535201691, 'sunset': 1535254128}",402.0,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50d'}]","{'speed': 3.36, 'deg': 160}"
